name,type,source_titles_match,source_values_match,description
reference_date,string,meta:peildatum,(?P<reference_year>\d+).*,Date of measurement
reference_year,,,,
brin,string,.+?primair.+?\nBRIN.?NUMMER,,
branch_id,integer,.+?primair.+?\nVESTIGING?S.?NUMMER,,
to_vo_brin,string,.+?voortgezet.+?\nBRIN.?NUMMER,,
to_vo_branch_id,integer,.+?voortgezet.+?\nVESTIGING?S.?NUMMER,,
out_flow,integer,.*?\nAANTAL DOORSTROMERS,,
