brin;vestnr;samens;llns;nvests;samena1;samena2;samena3;samena4;samena5;samena6;samenb1;samenb2;samenb3;samenb4;samenb5;samenb6;aanbod1;aanbod2;perccat1;klcomb1a;percsam1;klcomb1g;renondb;renonbol;renoncat;blpop;blphond;blpond;klpbov;klphbov;klpop;klphond;klpond;gtpbov;gtphbov;gtpop;gtphond;gtpond;hapbov;haphbov;hapop;haphond;hapond;vwpbov;vwphbov;vwpop;bl1e3e;kl1e3e;gt1e3e;ha1e3e;vw1e3e;BaOnv;KaOnv;GtOnv;HaOnv;VwOnv;BAonvbol;KAonvbol;GTonvbol;HAonvbol;VWonvbol;BAtotcec;KAtotcec;GTtotcec;HAtotcec;VWtotcec;BAtotbol;KAtotbol;GTtotbol;HAtotbol;VWtotbol;BAnedcec;KAnedcec;GTnedcec;HAnedcec;VWnedcec;BAnedbol;KAnedbol;GTnedbol;HAnedbol;VWnedbol;BAmvtcec;KAmvtcec;GTmvtcec;HAmvtcec;VWmvtcec;BAmvtbol;KAmvtbol;GTmvtbol;HAmvtbol;VWmvtbol;BAzaacec;KAzaacec;GTzaacec;HAzaacec;VWzaacec;BAzaabol;KAzaabol;GTzaabol;HAzaabol;VWzaabol;BAecocec;KAecocec;GTecocec;HAecocec;VWecocec;BAecobol;KAecobol;GTecobol;HAecobol;VWecobol;BAexacec;KAexacec;GTexacec;HAexacec;VWexacec;BAexabol;KAexabol;GTexabol;HAexabol;VWexabol;VWklacec;VWklabol;Basectec;Basectlb;Basecttk;Basectzw;Kasectec;Kasectlb;Kasecttk;Kasectzw;HaprofCM;HaprofEM;HaprofNG;HaprofNT;VwprofCM;VwprofEM;VwprofNG;VwprofNT
00KV;0;VMBO, HAVO, VWO;2493 leerlingen;1 vestiging;2493 leerlingen, waarvan:;- 39% in de eerste twee leerjaren;- 12% VMBO vanaf leerjaar 3;- 28% HAVO vanaf leerjaar 3;- 21% VWO vanaf leerjaar 3; ;302 leerlingen VMBO vanaf leerjaar 3, waarvan:;- 100% theoretische leerweg; ; ; ; ; ; ;100;VMBO (g)t, HAVO, VWO;0;geen;97,3469387755102;3;VMBO (g)t/HAVO/VWO; ; ; ; ; ; ; ; ;0;3;48;19;31;11;19;52;12;6;16;16;68; ; ;91;97;99; ; ;83,4543723534856;62,9222232191486;51,1087446086857; ; ;3;3;2; ; ;6,18159999999999;6,1638911788953;6,43194278903457; ; ;3;3;3; ; ;5,70068493150685;5,73825136612022;6,50892857142857; ; ;2;2;4; ; ;6,48448275862069;6,02150943396227;6,28019323671498; ; ;3;3;3; ; ;5,94833333333334;5,76538461538462;5,45; ; ;3;1;1; ; ;6,00325203252032;7,06803278688524;6,67090909090909; ; ;3;5;4; ; ;6,13386454183267;6,33776595744681;6,75474452554744; ; ;3;3;4;7,19230769230769;4; ; ; ; ; ; ; ; ;8;51;24;18;14;32;26;27
00LJ;0;LWOO, VMBO, HAVO, VWO;1960 leerlingen;3 vestigingen;1545 leerlingen, waarvan:;- 37% in de eerste twee leerjaren;- 26% VMBO vanaf leerjaar 3;- 21% HAVO vanaf leerjaar 3;- 16% VWO vanaf leerjaar 3; ;401 leerlingen VMBO vanaf leerjaar 3;(incl. 85 leerlingen LWOO), waarvan:;- 31% basisberoepsgerichte leerweg;- 32% kaderberoepsgerichte leerweg;- 29% gemengde leerweg;-  8% theoretische leerweg; ; ;55;VMBO b, VMBO (g)t, VWO;45;VMBO b/VMBO k, HAVO/VWO;99,146969119329;3;VMBO-breed/HAVO/VWO;79;0;21;26;0;18;0;56;10;0;83;0;7;9;0;86;0;5;12;0;88;100;100;100;96;100;98,443603515625;98,443603515625;94,5205628353041;56,9204576522115;47,935485874529;4;5;4;3;2;6,71807692307692;6,39651898734177;6,36876355748374;6,16641604010026;6,06125954198473;4;4;4;3;2;6,96461538461538;6,2578125;6,22957746478873;6,26869565217391;5,93582089552239;5;3;4;4;2;6,8123076923077;6,49393939393939;6,74525547445255;5,80769230769231;5,95857142857143;3;3;4;2;3;6,38333333333333;6,35652173913043;6,10625;6,15666666666667;6,30555555555556;3;4;3;3;3;6,50909090909091;6,54545454545455;6,17209302325581;6,04918032786886;5,69375;4;4;3;2;1;6,57009345794393;6,38403361344538;6,25616438356164;6,32362869198312;6,03945945945946;3;4;3;3;2; ; ;17;15;29;38;17;15;37;31;16;47;30;7;18;24;35;24
00LJ;1;LWOO, VMBO, HAVO, VWO;1960 leerlingen;3 vestigingen;152 leerlingen, waarvan:;- 82% in de eerste twee leerjaren;- 18% VMBO vanaf leerjaar 3; ; ; ;28 leerlingen VMBO vanaf leerjaar 3;(incl. 1 leerling LWOO), waarvan:;- 100% theoretische leerweg; ; ; ; ; ;38;VMBO (g)t;62;VMBO b/VMBO k, HAVO/VWO;96,2837837837838;3;VMBO-breed/HAVO/VWO; ; ; ;0;0;40;0;60;9;0;73;0;18;30;0;60;0;10; ; ; ; ;80;100;100; ; ; ;100; ; ; ; ;5; ; ; ; ;6,32885906040269; ; ; ; ;3; ; ; ; ;5,855; ; ; ; ;3; ; ; ; ;6,51904761904762; ; ; ; ;3; ; ; ; ;6,1125; ; ; ; ;3; ; ; ; ;6,655; ; ; ; ;5; ; ; ; ;6,33255813953488; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
00LJ;2;LWOO, VMBO, HAVO, VWO;1960 leerlingen;3 vestigingen;263 leerlingen, waarvan:;- 68% in de eerste twee leerjaren;- 32% VMBO vanaf leerjaar 3; ; ; ;85 leerlingen VMBO vanaf leerjaar 3;(incl. 1 leerling LWOO), waarvan:;- 100% theoretische leerweg; ; ; ; ; ;54;VMBO (g)t;46;VMBO b/VMBO k, HAVO/VWO;97,9890604890605;3;VMBO-breed/HAVO/VWO; ; ; ; ; ; ; ; ;10;0;71;0;20;13;0;88;0;0; ; ; ; ; ;98;94; ; ; ;97,515625; ; ; ; ;5; ; ; ; ;6,37692307692308; ; ; ; ;4; ; ; ; ;6,51875; ; ; ; ;5; ; ; ; ;6,52058823529412; ; ; ; ;3; ; ; ; ;6,5; ; ; ; ;5; ; ; ; ;6,475; ; ; ; ;4; ; ; ; ;6,08333333333333; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
00LY;0;VMBO, HAVO, VWO;1381 leerlingen;1 vestiging;1381 leerlingen, waarvan:;- 47% in de eerste twee leerjaren;- 20% VMBO vanaf leerjaar 3;- 17% HAVO vanaf leerjaar 3;- 16% VWO vanaf leerjaar 3; ;282 leerlingen VMBO vanaf leerjaar 3, waarvan:;- 15% basisberoepsgerichte leerweg;- 26% kaderberoepsgerichte leerweg;- 59% theoretische leerweg; ; ; ; ;21;VMBO b, VWO;79;VMBO, VMBO (g)t/HAVO, HAVO/VWO;99,1868082222724;3;VMBO-breed/HAVO/VWO; ; ; ;48;0;0;0;52;4;0;54;0;42;25;0;72;0;4;56;0;44; ;100;89;82;100;85,9834710743802;83,0563665429765;93,3879227796587;50,5399023436455;47,6963212977968;3;3;4;2;2;6,54318181818182;6,09021739130435;6,37517564402811;5,98778195488722;6,46225895316804;3;3;4;2;4;6,45;6,0195652173913;5,84736842105263;6,21976744186046;6,39166666666667;3;3;3;4;3;7,05;6,39565217391304;6,76220472440945;5,86044776119403;6,52574257425742;3;3;4;2;4; ; ;6,4027027027027;5,80294117647059;6,31739130434783; ; ;4;2;3;6,5;6,28823529411765;6,32037037037037;6,52;7,26190476190476;4;3;4;3;5;6,29629629629629;5,86857142857143;6,29508196721311;5,94371584699454;6,39124087591241;3;3;3;2;3; ; ;46; ; ;54;36; ; ;64;20;26;33;21;3;28;36;32
00MK;0;VMBO, HAVO, VWO;1526 leerlingen;1 vestiging;1526 leerlingen, waarvan:;- 37% in de eerste twee leerjaren;-  9% VMBO vanaf leerjaar 3;- 24% HAVO vanaf leerjaar 3;- 30% VWO vanaf leerjaar 3; ;130 leerlingen VMBO vanaf leerjaar 3, waarvan:;- 100% theoretische leerweg; ; ; ; ; ; ;30;VWO;70;VMBO (g)t/HAVO, HAVO/VWO;94,0992064787904;2;VMBO (g)t/HAVO/VWO; ; ; ; ; ; ; ; ;0;0;35;35;31;10;14;32;31;13;7;26;67; ; ;96;89;99; ; ;89,0872160644293;67,8501090932985;71,9445625341243; ; ;3;4;4; ; ;6,39496402877698;5,99756097560976;6,19222108495394; ; ;4;2;3; ; ;5,92045454545455;5,83359375;6,17286821705426; ; ;3;2;3; ; ;6,6910447761194;5,84433962264151;5,9403162055336; ; ;4;2;2; ; ;6,14857142857143;6,11953125;6,11028037383178; ; ;3;3;3; ; ;5,83170731707317;5,81511627906977;6,2984126984127; ; ;3;1;3; ; ;6,7566265060241;6,23058252427185;6,3304347826087; ; ;5;3;3;6,135;3; ; ; ; ; ; ; ; ;22;50;12;17;20;26;27;27
00ML;0;LWOO, VMBO, HAVO, VWO;3452 leerlingen;4 vestigingen;1186 leerlingen, waarvan:;- 41% in de eerste twee leerjaren;-  8% VMBO vanaf leerjaar 3;- 23% HAVO vanaf leerjaar 3;- 27% VWO vanaf leerjaar 3; ;100 leerlingen VMBO vanaf leerjaar 3, waarvan:;- 100% theoretische leerweg; ; ; ; ; ; ;17;VWO;83;VMBO (g)t/HAVO, HAVO/VWO;92,68125;2;VMBO (g)t/HAVO/VWO; ; ; ; ; ; ; ; ;0;0;32;43;25;8;12;37;39;3;23;35;42; ; ;92;90;96; ; ;75,7350066884661;62,7705462024835;68,9681092417909; ; ;2;3;4; ; ;6,13685714285714;6,21446540880502;6,21927710843374; ; ;3;3;3; ; ;5,88275862068965;5,96774193548387;6,11506849315068; ; ;3;3;3; ; ;6,55795454545455;5,97986577181208;6,00780141843971; ; ;3;3;3; ; ;5,8825;6,43975903614458;5,94444444444444; ; ;3;4;2; ; ;5,52093023255814;5,86034482758621;6,32682926829268; ; ;1;1;3; ; ;6,22403846153846;6,66894736842105;6,48423423423424; ; ;3;4;3;6,05;3; ; ; ; ; ; ; ; ;12;46;23;18;5;23;53;18
00ML;2;LWOO, VMBO, HAVO, VWO;3452 leerlingen;4 vestigingen;521 leerlingen, waarvan:;- 52% in de eerste twee leerjaren;- 48% VMBO vanaf leerjaar 3; ; ; ;250 leerlingen VMBO vanaf leerjaar 3;(incl. 12 leerlingen LWOO), waarvan:;- 44% gemengde leerweg;- 56% theoretische leerweg; ; ; ; ;100;VMBO (g)t;0;geen;99,2989440886273;3;VMBO (g)t; ; ; ; ; ; ; ; ;3;0;90;7;1; ; ; ; ; ; ; ; ; ; ;97; ; ; ; ;81,959072265625; ; ; ; ;3; ; ; ; ;6,18310104529616; ; ; ; ;3; ; ; ; ;6,185; ; ; ; ;4; ; ; ; ;6,18944099378882; ; ; ; ;3; ; ; ; ;6,26875; ; ; ; ;3; ; ; ; ;5,95645161290322; ; ; ; ;3; ; ; ; ;6,23169398907104; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
00ML;9;LWOO, VMBO, HAVO, VWO;3452 leerlingen;4 vestigingen;396 leerlingen, waarvan:;- 42% in de eerste twee leerjaren;- 58% VMBO vanaf leerjaar 3; ; ; ;229 leerlingen VMBO vanaf leerjaar 3;(incl. 80 leerlingen LWOO), waarvan:;- 62% basisberoepsgerichte leerweg;- 38% kaderberoepsgerichte leerweg; ; ; ; ;0;geen;100;VMBO;90,2756037567084;1;VMBO-breed en VMBO-breed/HAVO;71;3;26;25;0;42;0;33; ; ; ; ; ; ; ; ; ; ; ; ; ;100;100; ; ; ;93,7073649843935;91,0163084040204; ; ; ;3;4; ; ; ;6,47811447811448;6,26277173913043; ; ; ;3;4; ; ; ;6,41038961038961;6,26630434782609; ; ; ;3;4; ; ; ;6,72947368421052;6,54905660377358; ; ; ;3;3; ; ; ;6,11818181818182;6,12727272727273; ; ; ;2;4; ; ; ;5,82325581395349;6,43333333333333; ; ; ;3;4; ; ; ;6,66760563380282;5,91203703703703; ; ; ;4;3; ; ; ; ; ;58; ;18;24;55; ;19;26; ; ; ; ; ; ; ; 
00ML;12;LWOO, VMBO, HAVO, VWO;3452 leerlingen;4 vestigingen;1349 leerlingen, waarvan:;- 36% in de eerste twee leerjaren;- 18% VMBO vanaf leerjaar 3;- 32% HAVO vanaf leerjaar 3;- 15% VWO vanaf leerjaar 3; ;237 leerlingen VMBO vanaf leerjaar 3;(incl. 1 leerling LWOO), waarvan:;- 100% theoretische leerweg; ; ; ; ; ;18;VWO;82;VMBO (g)t/HAVO, HAVO/VWO;86,9294605809129;1;VMBO (g)t/HAVO/VWO; ; ; ; ; ; ; ; ;0;0;46;43;12;8;17;29;31;15;6;23;71; ; ;91;93;94; ; ;83,1098883991664;67,0895073411781;61,7164568937748; ; ;3;4;3; ; ;6,27986798679868;6,39980392156862;6,42660550458715; ; ;3;4;3; ; ;6,0019801980198;5,99183673469388;6,06190476190476; ; ;3;3;3; ; ;6,38811188811189;6,44571428571429;6,41149425287356; ; ;3;5;4; ; ;6,11960784313725;6,30813008130081;6,58965517241379; ; ;3;3;5; ; ;6,17931034482758;6,90144927536232;7,13571428571429; ; ;3;4;5; ; ;6,52089552238806;6,44631268436578;6,35925925925926; ; ;4;3;3; ; ; ; ; ; ; ; ; ; ;16;33;38;13;21;24;29;26
00MP;0;LWOO, VMBO, HAVO, VWO;1189 leerlingen;2 vestigingen;956 leerlingen, waarvan:;- 39% in de eerste twee leerjaren;- 14% VMBO vanaf leerjaar 3;- 23% HAVO vanaf leerjaar 3;- 23% VWO vanaf leerjaar 3; ;138 leerlingen VMBO vanaf leerjaar 3, waarvan:;- 100% theoretische leerweg; ; ; ; ; ; ;16;VWO;84;VMBO, VMBO (g)t/HAVO, HAVO/VWO;101,308139534884;3;VMBO-breed/HAVO/VWO; ; ; ; ; ; ; ; ;1;0;73;0;25;23;0;63;0;15;47;0;53; ; ;96;98;100; ; ;82,586932451378;55,7565234334164;54,59606759537; ; ;3;3;3; ; ;6,33135135135136;5,93518821603929;6,20128617363345; ; ;3;1;3; ; ;6,29074074074074;6,28089887640449;6,55897435897436; ; ;4;4;4; ; ;6,44835164835165;5,80067567567568;6,13703703703704; ; ;3;2;3; ; ;6,12166666666667;5,87802197802198;6,3; ; ;3;2;3; ; ;6,70384615384615;5,97758620689655;6,41666666666667; ; ;5;2;3; ; ;6,36725663716814;5,84451612903225;6,10952380952381; ; ;3;1;2; ; ; ; ; ; ; ; ; ; ;18;50;17;15;32;27;21;21
00MP;2;LWOO, VMBO, HAVO, VWO;1189 leerlingen;2 vestigingen;233 leerlingen, waarvan:;- 38% in de eerste twee leerjaren;- 61% VMBO vanaf leerjaar 3;-  2% HAVO vanaf leerjaar 3; ; ;141 leerlingen VMBO vanaf leerjaar 3;(incl. 38 leerlingen LWOO), waarvan:;- 23% basisberoepsgerichte leerweg;- 40% kaderberoepsgerichte leerweg;- 35% gemengde leerweg;-  1% theoretische leerweg; ; ;29;VMBO b;71;VMBO, VMBO (g)t/HAVO;112,326388888889;4;VMBO-breed en VMBO-breed/HAVO;79;7;14;35;6;53;0;6;36;0;57;0;7; ; ; ; ; ; ; ; ;100;100;100; ; ;89,1975308641975;100;72,8688408576229; ; ;3;5;1; ; ;5,91707317073171;6,03028169014085;6,01071428571428; ; ;1;3;2; ; ;5,91;5,89666666666667;6,12307692307692; ; ;1;2;3; ; ;5,9;6,27941176470588;6,41578947368421; ; ;1;3;3; ; ; ; ;6,18461538461538; ; ; ; ;3; ; ; ; ;5,82; ; ; ; ;3; ; ;6,07058823529412;6,01346153846154;5,68275862068965; ; ;2;3;1; ; ; ; ; ; ; ;100;17; ; ;83; ; ; ; ; ; ; ; 
00MV;0;LWOO, VMBO, HAVO, VWO;2497 leerlingen;1 vestiging;2497 leerlingen, waarvan:;- 45% in de eerste twee leerjaren;- 23% VMBO vanaf leerjaar 3;- 19% HAVO vanaf leerjaar 3;- 13% VWO vanaf leerjaar 3; ;568 leerlingen VMBO vanaf leerjaar 3;(incl. 162 leerlingen LWOO), waarvan:;- 23% basisberoepsgerichte leerweg;- 24% kaderberoepsgerichte leerweg;- 53% theoretische leerweg; ;Op deze school is een internationale schakelklas.; ;75;VMBO (g)t, HAVO, VWO;25;VMBO b/VMBO k, VMBO;99,6216372170511;3;VMBO-breed/HAVO/VWO;70;0;30;27;0;54;0;19;13;0;74;0;12;10;0;85;0;5;16;0;84;97;100;91;90;99;77,394921173158;66,634906577293;82,9502184423114;49,7084811299623;49,9043271865318;1;1;3;2;2;6,20150375939849;5,94893617021277;6,05299625468164;6,10256684491978;6,16718750000001;2;3;3;3;3;6,14117647058824;5,74042553191489;6,09125683060109;5,84275862068966;6,16447368421053;3;2;3;3;3;6,49242424242424;6,46808510638298;6,55714285714286;6,00251256281407;6,25314685314685;3;3;4;3;3; ; ;6,19009009009009;6,58689655172414;6,13548387096774; ; ;3;5;3;6,16774193548387;5,73809523809524;5,35327102803738;6,20232558139535;5,97441860465116;3;3;1;2;2;6,06237623762376;5,80958904109589;5,77588235294118;6,12967032967033;6,12395209580838;2;3;2;3;2;5,51538461538462;1;46; ; ;54;47; ; ;53;16;45;23;16;16;39;17;28
00NE;0;LWOO, VMBO;588 leerlingen;1 vestiging;588 leerlingen, waarvan:;- 55% in de eerste twee leerjaren;- 45% VMBO vanaf leerjaar 3; ; ; ;265 leerlingen VMBO vanaf leerjaar 3;(incl. 8 leerlingen LWOO), waarvan:;- 100% theoretische leerweg; ; ; ;Op deze school is een internationale schakelklas.; ;100;VMBO (g)t;0;geen;96,6071428571429;3;VMBO (g)t; ; ; ; ; ; ; ; ;0;0;89;9;1; ; ; ; ; ; ; ; ; ; ;100; ; ; ; ;98,3122665900603; ; ; ; ;5; ; ; ; ;6,28307692307692; ; ; ; ;3; ; ; ; ;5,76186440677966; ; ; ; ;2; ; ; ; ;6,13058823529412; ; ; ; ;2; ; ; ; ;6,12769230769231; ; ; ; ;3; ; ; ; ;6,09569892473118; ; ; ; ;3; ; ; ; ;6,63083333333334; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
00OB;0;LWOO, VMBO, HAVO, VWO;2243 leerlingen;2 vestigingen;1249 leerlingen, waarvan:;- 41% in de eerste twee leerjaren;- 30% HAVO vanaf leerjaar 3;- 29% VWO vanaf leerjaar 3; ; ; ; ; ; ; ; ; ; ;22;VWO;78;VMBO (g)t/HAVO, HAVO/VWO;105,612244897959;4;VMBO (g)t/HAVO/VWO; ; ; ; ; ; ; ; ; ; ; ; ; ;0;30;44;22;4;20;31;49; ; ; ;98;99; ; ; ;68,2609403799711;74,0387217782827; ; ; ;4;4; ; ; ;6,43521505376344;6,32551505546752; ; ; ;4;3; ; ; ;6,18558558558559;6,14166666666667; ; ; ;3;3; ; ; ;6,1390243902439;6,17073170731707; ; ; ;3;3; ; ; ;6,21182795698925;6,09787234042553; ; ; ;3;3; ; ; ;6,77567567567568;6,19166666666666; ; ; ;3;3; ; ; ;6,75921052631579;6,58243243243243; ; ; ;5;3;6,21304347826087;3; ; ; ; ; ; ; ; ;11;51;22;16;17;25;25;33
00OB;3;LWOO, VMBO, HAVO, VWO;2243 leerlingen;2 vestigingen;994 leerlingen, waarvan:;- 52% in de eerste twee leerjaren;- 48% VMBO vanaf leerjaar 3; ; ; ;480 leerlingen VMBO vanaf leerjaar 3;(incl. 172 leerlingen LWOO), waarvan:;- 11% basisberoepsgerichte leerweg;- 36% kaderberoepsgerichte leerweg;- 38% gemengde leerweg;- 15% theoretische leerweg; ; ;46;VMBO b, VMBO (g)t;54;VMBO b/VMBO k, VMBO;113,491189427313;4;VMBO-breed en VMBO-breed/HAVO;77;9;14;19;22;33;17;9;20;23;55;2;0; ; ; ; ; ; ; ; ;100;100;99; ; ;100;95,5470312837911;76,1983506944445; ; ;5;5;2; ; ;6,44342105263158;6,24296875;6,32575039494471; ; ;3;3;4; ; ;7,13684210526316;6,1796875;6,29791666666667; ; ;5;3;4; ; ;6,32105263157895;6,36956521739131;6,38843537414966; ; ;2;3;3; ; ; ; ;6,20823529411765; ; ; ; ;3; ; ; ;6,9;6,00493827160493; ; ; ;5;3; ; ;6,05384615384615;6,00888888888889;6,44627659574468; ; ;2;3;4; ; ; ; ;25; ; ;75;31; ; ;69; ; ; ; ; ; ; ; 
00PD;0;LWOO, VMBO, HAVO, VWO;1545 leerlingen;4 vestigingen;1174 leerlingen, waarvan:;- 44% in de eerste twee leerjaren;- 25% VMBO vanaf leerjaar 3;- 18% HAVO vanaf leerjaar 3;- 13% VWO vanaf leerjaar 3; ;293 leerlingen VMBO vanaf leerjaar 3;(incl. 99 leerlingen LWOO), waarvan:;- 26% basisberoepsgerichte leerweg;- 39% kaderberoepsgerichte leerweg;-  0% gemengde leerweg;- 35% theoretische leerweg; ; ;24;VMBO k, VMBO (g)t;76;VMBO b/VMBO k, VMBO (g)t/HAVO, VMBO (g)t/HAVO/VWO, HAVO/VWO;92,3001700680272;2;VMBO-breed/HAVO/VWO;35;35;31;9;8;25;17;42;15;7;24;22;32;11;23;28;30;8;20;33;47;100;94;93;92;100;97,1632653061225;93,9712619741775;96,5220067713142;74,1085532041121;49,8241180864287;4;4;5;5;2;6,47428571428572;6,71287878787878;6,41114457831325;6,42410256410256;6,00380952380952;3;5;5;4;2;6,35714285714286;6,83333333333333;6,66491228070175;6,08225806451613;6,10370370370371;3;5;5;3;3;7,15428571428572;7,00606060606061;6,56344086021505;6,01529411764706;6,12545454545455;4;5;4;3;3; ; ;6,47804878048781;6,74390243902439;5,51034482758621; ; ;5;5;1; ; ;6,29090909090909;6,92727272727273;5,82380952380952; ; ;4;4;2;6,19285714285714;6,50606060606061;6,14210526315789;6,62406015037594;6,21333333333333;3;5;3;4;3; ; ; ; ;40;60; ; ;48;52;11;39;25;25;4;56;15;26
00PD;2;LWOO, VMBO, HAVO, VWO;1545 leerlingen;4 vestigingen;133 leerlingen, waarvan:;- 63% in de eerste twee leerjaren;- 37% VMBO vanaf leerjaar 3; ; ; ;49 leerlingen VMBO vanaf leerjaar 3;(incl. 14 leerlingen LWOO), waarvan:;- 100% theoretische leerweg; ; ; ; ; ;44;VMBO (g)t;56;VMBO b/VMBO k, VMBO (g)t/HAVO, HAVO/VWO;81,6620879120879;1;VMBO-breed/HAVO/VWO; ; ; ; ; ; ; ; ;8;0;46;23;23; ; ; ; ; ; ; ; ; ; ;93; ; ; ; ;66,132415114282; ; ; ; ;1; ; ; ; ;6,02364864864865; ; ; ; ;3; ; ; ; ;5,90416666666667; ; ; ; ;3; ; ; ; ;6,17560975609756; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6,28181818181818; ; ; ; ;4; ; ; ; ;5,87321428571429; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
00PD;7;LWOO, VMBO, HAVO, VWO;1545 leerlingen;4 vestigingen;102 leerlingen, waarvan:;- 100% in de eerste twee leerjaren; ; ; ; ; ; ; ; ; ; ; ; ;10;VMBO (g)t;90;VMBO b/VMBO k; ; ;nvt; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
00PD;8;LWOO, VMBO, HAVO, VWO;1545 leerlingen;4 vestigingen;136 leerlingen, waarvan:;- 100% VMBO vanaf leerjaar 3; ; ; ; ;136 leerlingen VMBO vanaf leerjaar 3;(incl. 55 leerlingen LWOO), waarvan:;- 46% basisberoepsgerichte leerweg;- 54% kaderberoepsgerichte leerweg; ; ; ; ; ;Niet van toepassing; ;Niet van toepassing;85,6854838709677; ;Onbekend;61;7;32;9;6;47;6;32; ; ; ; ; ; ; ; ; ; ; ; ; ;93;91; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
00PF;0;LWOO, VMBO, HAVO, VWO;1156 leerlingen;1 vestiging;1156 leerlingen, waarvan:;- 48% in de eerste twee leerjaren;- 21% VMBO vanaf leerjaar 3;- 17% HAVO vanaf leerjaar 3;- 14% VWO vanaf leerjaar 3; ;242 leerlingen VMBO vanaf leerjaar 3;(incl. 47 leerlingen LWOO), waarvan:;- 14% basisberoepsgerichte leerweg;- 40% kaderberoepsgerichte leerweg;- 46% theoretische leerweg; ;Op deze school is een internationale schakelklas.; ;64;VMBO b, VMBO k, VMBO (g)t, VWO;36;HAVO/VWO;96,3044507575758;3;VMBO-breed/HAVO/VWO;31;38;31;0;6;48;39;6;2;14;50;34;0;16;6;53;25;0;21;14;64;92;100;95;94;100;70,9141274238227;84,5650322815224;84,2571006944445;60,3293869089216;49,0960771023939;1;3;3;3;2;6,55;5,96637931034483;6,14068965517241;6,21195652173913;6,01858974358975;4;3;3;3;2;7,27142857142857;6,06034482758621;5,56875;6,43928571428571;6,16341463414634;5;3;1;5;3;6,59285714285714;6,31379310344828;6,14109589041096;6,02073170731707;5,90588235294117;3;3;2;3;2; ; ;6,2948717948718;6,27636363636364;5,43658536585366; ; ;4;3;1; ;5,48;6,11590909090909;6,6939393939394;6,34615384615385; ;2;3;3;3;6,16785714285714;5,78514851485148;6,3775;6,04622641509434;6,13936170212766;3;3;3;2;2; ; ; ; ; ; ; ; ; ; ;18;46;22;15;20;42;24;14
00PG;0;LWOO, VMBO, HAVO, VWO;3835 leerlingen;4 vestigingen;1702 leerlingen, waarvan:;- 35% in de eerste twee leerjaren;- 12% VMBO vanaf leerjaar 3;- 30% HAVO vanaf leerjaar 3;- 23% VWO vanaf leerjaar 3; ;198 leerlingen VMBO vanaf leerjaar 3, waarvan:;- 65% gemengde leerweg;- 35% theoretische leerweg; ; ; ; ; ;67;VMBO (g)t, HAVO;33;VMBO b/VMBO k, HAVO/VWO;98,5494880546075;3;VMBO-breed/HAVO/VWO; ; ; ; ; ; ; ; ;4;0;79;0;17;16;1;68;4;11;9;2;89; ; ;99;99;99; ; ;93,3838861721974;82,1791670923604;64,9985172182471; ; ;4;5;3; ; ;6,18037094281298;6,31638576779026;6,26080114449214; ; ;3;3;3; ; ;5,95535714285714;6,3462962962963;6,69021739130435; ; ;3;4;5; ; ;6,08866666666667;5,85254901960785;6,32613636363636; ; ;2;2;4; ; ;6,66521739130435;6,35384615384616;6,40169491525424; ; ;5;3;4; ; ;6,19318181818182;6,56172839506173;6,05652173913044; ; ;3;3;3; ; ;6,14175824175824;6,62846441947566;6,14349775784753; ; ;3;4;2;6,04285714285714;3; ; ; ; ; ; ; ; ;29;40;18;13;34;15;22;30
