Field,Type,Original term,Description
"student_weight_0_0",":ref:`duo-StudentsByAge`","","Student Weight 0 0"
"student_weight_0_3",":ref:`duo-StudentsByAge`","","Student Weight 0 3"
"student_weight_1_2",":ref:`duo-StudentsByAge`","","Student Weight 1 2"
